iter	RMSE
338	28.87660407
339	28.87553335
340	28.87440259
341	28.87353038
342	28.87255006
343	28.87183568
344	28.87054801
345	28.86999626
346	28.86921585
347	28.8680704
348	28.86676876
349	28.86597209
350	28.86494522
351	28.86401363
352	28.86293434
353	28.86190464
354	28.86125537
355	28.86042887
356	28.85972147
357	28.85853597
358	28.85748911
359	28.85661113
360	28.85571508
361	28.85509808
362	28.85439559
363	28.85351092
364	28.85295588
365	28.85220795
366	28.85120307
367	28.85027958
368	28.8486463
369	28.84812375
370	28.84714621
371	28.8458765
372	28.84509169
373	28.84417248
374	28.84335606
375	28.84244665
376	28.84178352
377	28.84080703
378	28.8397852
379	28.83928931
380	28.83809483
381	28.83676168
382	28.83565221
383	28.83489909
384	28.8340329
385	28.83313714
386	28.83211983
387	28.83156078
388	28.83075363
389	28.82988342
390	28.8285051
391	28.82764087
392	28.8265604
393	28.82535035
394	28.82448611
395	28.82327962
396	28.82258934
397	28.82169929
398	28.8207667
399	28.81981931
400	28.81859204
401	28.81759313
402	28.81702192
403	28.81581873
404	28.81515138
405	28.81452101
406	28.81342266
407	28.81282454
408	28.81181704
409	28.81065942
410	28.80939499
411	28.80867044
412	28.80744693
413	28.8066372
414	28.80585045
415	28.80505532
416	28.80420272
417	28.8032402
418	28.80231692
419	28.80121152
420	28.80040416
421	28.79949455
422	28.79882752
423	28.79788152
424	28.79722581
425	28.79590311
426	28.79496745
427	28.79388672
428	28.7928176
429	28.79229945
430	28.79164279
431	28.7903864
432	28.78967395
433	28.78881869
434	28.78813715
435	28.7869505
436	28.78594179
437	28.78503678
438	28.78395374
439	28.78288039
440	28.78196015
441	28.78115635
442	28.78021272
443	28.77952016
444	28.7783368
445	28.77775542
446	28.776607
447	28.77598246
448	28.77501509
449	28.77413484
450	28.77323763
451	28.77200271
452	28.77097775
453	28.77041247
454	28.76977172
455	28.76869498
456	28.76758325
457	28.7663834
458	28.76582985
459	28.76465426
460	28.76405686
461	28.76290947
462	28.76238988
463	28.7619073
464	28.76083747
465	28.75998706
466	28.75899714
467	28.75840439
468	28.75726404
469	28.75653719
470	28.75587012
471	28.75481118
472	28.75390259
473	28.7527542
474	28.75197845
475	28.75139083
476	28.75068392
477	28.74935843
478	28.74814811
479	28.74765164
480	28.74665143
481	28.74608379
482	28.74535109
483	28.74439752
484	28.74371214
485	28.74285851
486	28.74176065
487	28.74093899
488	28.74011569
489	28.73894135
490	28.7380494
491	28.73741808
492	28.73644225
493	28.73558913
494	28.73459198
495	28.73402185
496	28.73311818
497	28.73225577
498	28.73116636
499	28.73035727
500	28.72933352
501	28.72866014
502	28.72800899
503	28.72726017
504	28.72605709
505	28.72531285
506	28.72479457
507	28.72422143
508	28.72373449
509	28.72300145
510	28.72196487
511	28.72110695
512	28.72038144
513	28.71947897
514	28.71886166
515	28.71792571
516	28.71687738
517	28.7161796
518	28.71528272
519	28.71420916
520	28.71332703
521	28.71231027
522	28.71161398
523	28.71052738
524	28.70971133
525	28.70855564
526	28.70767419
527	28.70715502
528	28.70645284
529	28.70547559
530	28.70412961
531	28.70325077
532	28.70245826
533	28.70146841
534	28.70075799
535	28.69991649
536	28.69939873
537	28.6984968
538	28.69746033
539	28.69677912
540	28.69604958
541	28.69535096
542	28.69441811
543	28.69363396
544	28.69286365
545	28.69208652
546	28.69113255
547	28.69038948
548	28.68943842
549	28.68861297
550	28.68760001
551	28.68666049
552	28.68603386
553	28.68523602
554	28.68461657
555	28.68391974
556	28.68300352
557	28.68179323
558	28.68100936
559	28.68042322
560	28.67966563
561	28.67883695
562	28.6780085
563	28.67732434
564	28.67608274
565	28.67515305
566	28.67452878
567	28.67363042
568	28.67264478
569	28.67200746
570	28.67145327
571	28.6708668
572	28.66997147
573	28.66910431
574	28.66812664
575	28.6669379
576	28.66627211
577	28.66509407
578	28.66421705
579	28.66325022
580	28.66268544
581	28.66196016
582	28.66121125
583	28.66050486
584	28.65984677
585	28.65888568
586	28.65819162
587	28.65709277
588	28.65641634
589	28.65513298
590	28.65427444
591	28.65346339
592	28.65276713
593	28.65159119
594	28.65069736
595	28.65010171
596	28.64938371
597	28.64863119
598	28.64778404
599	28.64707258
600	28.64620978
601	28.6454421
602	28.64444235
603	28.64379705
604	28.64318494
605	28.64247322
606	28.64157378
607	28.64070392
608	28.63975549
609	28.63893541
610	28.63819009
611	28.63730862
612	28.63664728
613	28.63589306
614	28.63522033
615	28.63429773
616	28.63363509
617	28.63267921
618	28.63179084
619	28.63105068
620	28.63011875
621	28.62920547
622	28.62825153
623	28.62744529
624	28.62649468
625	28.62575884
626	28.62493857
627	28.62441528
628	28.62353128
629	28.62247771
630	28.62149988
631	28.62043034
632	28.61952431
633	28.61861228
634	28.61786203
635	28.617241
636	28.61653978
637	28.6154613
638	28.615144
639	28.61450916
640	28.61360546
641	28.61265655
642	28.61196261
643	28.61149592
644	28.61085574
645	28.61006837
646	28.60907903
647	28.60814626
648	28.60741181
649	28.60660464
650	28.6057185
651	28.60521273
652	28.60412266
653	28.60340085
654	28.60277841
655	28.60217839
656	28.60165549
657	28.60079064
658	28.5999739
659	28.59906967
660	28.59842342
661	28.59774955
662	28.59669305
663	28.59597581
664	28.59544308
665	28.59444679
666	28.59353397
667	28.5926839
668	28.59208024
669	28.59121209
670	28.59014719
671	28.58935859
672	28.58853485
673	28.58777784
674	28.58710454
675	28.5865518
676	28.58569891
677	28.58506016
678	28.58424587
679	28.5833464
680	28.58273765
681	28.5818118
682	28.58093442
683	28.58037063
684	28.57977994
685	28.57923216
686	28.57860169
687	28.57781954
688	28.57714791
689	28.57629749
690	28.57534158
691	28.57435875
692	28.57348492
693	28.57292277
694	28.57190219
695	28.57099307
696	28.5703209
697	28.56952711
698	28.56903259
699	28.56843076
700	28.56803475
701	28.56715605
702	28.56621055
703	28.56559341
704	28.56481617
705	28.56392774
706	28.56341243
707	28.56267423
708	28.56216406
709	28.56101915
710	28.5602797
711	28.55949841
712	28.55863402
713	28.55770242
714	28.55688294
715	28.55571708
716	28.55524212
717	28.55434703
718	28.55342409
719	28.55282281
720	28.55201369
721	28.55119077
722	28.55057449
723	28.54992537
724	28.54927966
725	28.54860131
726	28.54790933
727	28.54725961
728	28.54666192
729	28.54592578
730	28.5448649
731	28.54414926
732	28.54320941
733	28.54281977
734	28.54167553
735	28.54074822
736	28.5396663
737	28.53893702
738	28.53836582
739	28.53744868
740	28.53688844
741	28.53595336
742	28.53509827
743	28.53426896
744	28.53323417
745	28.53262838
746	28.53201081
747	28.53127488
748	28.53078758
749	28.53006919
750	28.52952176
751	28.52902188
752	28.52817879
753	28.52769907
754	28.5268739
755	28.52628885
756	28.52537016
757	28.52482323
758	28.52414521
759	28.52350015
760	28.52298329
761	28.52190099
762	28.52144124
763	28.52055819
764	28.51977196
765	28.51912849
766	28.51843619
767	28.51782815
768	28.51738579
769	28.51656546
770	28.51601638
771	28.51529965
772	28.51466636
773	28.5138942
774	28.51307772
775	28.51210862
776	28.51148511
777	28.51048648
778	28.50952931
779	28.50858863
780	28.50752121
781	28.50681952
782	28.50611556
783	28.50520466
784	28.5044387
785	28.50362765
786	28.5025248
787	28.50172344
788	28.50086752
789	28.50021861
790	28.49932629
791	28.49857523
792	28.49789019
793	28.49718183
794	28.49636355
795	28.49555484
796	28.49471745
797	28.49382709
798	28.4927962
799	28.49227178
800	28.4914497
801	28.49072133
802	28.48992408
803	28.489517
804	28.48875915
805	28.4876829
806	28.48710455
807	28.48612278
808	28.48528175
809	28.48436234
810	28.48346438
811	28.48302729
812	28.48195334
813	28.4815113
814	28.4808204
815	28.48043391
816	28.47961932
817	28.47910857
818	28.47814491
819	28.47739973
820	28.47662318
821	28.47580684
822	28.4747555
823	28.47408548
824	28.47330486
825	28.47259293
826	28.47192544
827	28.47102384
828	28.47048369
829	28.46964492
830	28.46902087
831	28.46837668
832	28.46736161
833	28.46648045
834	28.46603332
835	28.46519185
836	28.46445644
837	28.46378592
838	28.4631791
839	28.46230072
840	28.46162898
841	28.46054064
842	28.45980925
843	28.45933565
844	28.45886922
845	28.45814916
846	28.45733189
847	28.45675385
848	28.45573451
849	28.45536853
850	28.45451114
851	28.45400723
852	28.45334584
853	28.45283693
854	28.45184364
855	28.45115503
856	28.45039086
857	28.44973735
858	28.44911619
859	28.44849007
860	28.44766787
861	28.44692252
862	28.44639278
863	28.4453294
864	28.4441622
865	28.44352254
866	28.44286022
867	28.44220472
868	28.44170864
869	28.44110983
870	28.44053666
871	28.43996031
872	28.43930167
873	28.43867335
874	28.43797216
875	28.43716568
876	28.43647761
877	28.43579031
878	28.43528688
879	28.43476268
880	28.43389619
881	28.43311662
882	28.43261003
883	28.43172131
884	28.43130341
885	28.43057646
886	28.42987876
887	28.42939984
888	28.42865635
889	28.4281208
890	28.42765373
891	28.42680396
892	28.42604166
893	28.42550636
894	28.42477229
895	28.42417187
896	28.4236818
897	28.42302634
898	28.42236151
899	28.42166118
900	28.42105801
901	28.42020919
902	28.41969635
903	28.41891992
904	28.41835417
905	28.41765086
906	28.41713204
907	28.41656869
908	28.41551551
909	28.41478546
910	28.41427947
911	28.41366266
912	28.41298972
913	28.41236211
914	28.41166563
915	28.41083677
916	28.41012235
917	28.40912262
918	28.40827065
919	28.40781052
920	28.40713695
921	28.40654058
922	28.40575783
923	28.40466689
924	28.40368511
925	28.40280049
926	28.40203065
927	28.40159129
928	28.40105548
929	28.40040957
930	28.39968588
931	28.3991055
932	28.39840544
933	28.39775294
934	28.39701787
935	28.39636574
936	28.39560122
937	28.39501738
938	28.39420197
939	28.39352976
940	28.39295229
941	28.39210026
942	28.39164969
943	28.39101708
944	28.39059432
945	28.38978264
946	28.38873824
947	28.38818597
948	28.38770934
949	28.38720877
950	28.38680488
951	28.38591155
952	28.38561295
953	28.38476496
954	28.38437834
955	28.38395544
956	28.38324015
957	28.3825837
958	28.38197744
959	28.38081316
960	28.38026246
961	28.37929849
962	28.37812084
963	28.37732937
964	28.37678162
965	28.37607183
966	28.37514165
967	28.37446891
968	28.37356813
969	28.37286661
970	28.37241245
971	28.37176665
972	28.37066782
973	28.36966974
974	28.36906513
975	28.36833799
976	28.36768902
977	28.3669799
978	28.36644876
979	28.36589515
980	28.3653101
981	28.36457374
982	28.36369039
983	28.36314028
984	28.36239269
985	28.36158135
986	28.36083683
987	28.36011409
988	28.35935891
989	28.35856592
990	28.35812984
991	28.35745009
992	28.35656808
993	28.35602463
994	28.35538868
995	28.35445639
996	28.35373864
997	28.35295404
998	28.352151
999	28.35152287
